,Unnamed: 0,Rewards,Agent
0,0,-58,AlegAATr
1,1,-38,AlegAATr
2,2,-58,AlegAATr
3,3,-22,AlegAATr
4,4,-30,AlegAATr
5,5,-58,AlegAATr
6,6,-38,AlegAATr
7,7,-56,AlegAATr
8,8,-58,AlegAATr
9,9,-56,AlegAATr
10,10,-60,AlegAATr
11,11,-56,AlegAATr
12,12,-40,AlegAATr
13,13,-28,AlegAATr
14,14,-58,AlegAATr
15,15,-30,AlegAATr
16,16,-58,AlegAATr
17,17,-60,AlegAATr
18,18,-56,AlegAATr
19,19,-56,AlegAATr
20,20,-56,AlegAATr
21,21,-22,AlegAATr
22,22,-40,AlegAATr
23,23,-58,AlegAATr
24,24,-38,AlegAATr
25,25,-40,AlegAATr
26,26,-56,AlegAATr
27,27,-58,AlegAATr
28,28,-58,AlegAATr
29,29,-38,AlegAATr
30,30,-56,AlegAATr
31,31,-58,AlegAATr
32,32,-58,AlegAATr
33,33,-38,AlegAATr
34,34,-56,AlegAATr
35,35,-56,AlegAATr
36,36,-26,AlegAATr
37,37,-58,AlegAATr
38,38,-40,AlegAATr
39,39,-58,AlegAATr
40,40,-56,AlegAATr
41,41,-58,AlegAATr
42,42,-56,AlegAATr
43,43,-58,AlegAATr
44,44,-38,AlegAATr
45,45,-58,AlegAATr
46,46,-58,AlegAATr
47,47,-58,AlegAATr
48,48,-56,AlegAATr
49,49,-30,AlegAATr
50,0,52,AlegAATr
51,1,-14,AlegAATr
52,2,-2,AlegAATr
53,3,-14,AlegAATr
54,4,8,AlegAATr
55,5,34,AlegAATr
56,6,6,AlegAATr
57,7,98,AlegAATr
58,8,102,AlegAATr
59,9,128,AlegAATr
60,10,26,AlegAATr
61,11,122,AlegAATr
62,12,56,AlegAATr
63,13,88,AlegAATr
64,14,60,AlegAATr
65,15,92,AlegAATr
66,16,126,AlegAATr
67,17,24,AlegAATr
68,18,72,AlegAATr
69,19,-26,AlegAATr
70,20,-4,AlegAATr
71,21,-12,AlegAATr
72,22,-8,AlegAATr
73,23,-12,AlegAATr
74,24,-22,AlegAATr
75,25,-8,AlegAATr
76,26,24,AlegAATr
77,27,-14,AlegAATr
78,28,80,AlegAATr
79,29,86,AlegAATr
80,30,136,AlegAATr
81,31,-10,AlegAATr
82,32,-4,AlegAATr
83,33,-30,AlegAATr
84,34,-6,AlegAATr
85,35,22,AlegAATr
86,36,-18,AlegAATr
87,37,100,AlegAATr
88,38,-12,AlegAATr
89,39,-10,AlegAATr
90,40,36,AlegAATr
91,41,120,AlegAATr
92,42,-16,AlegAATr
93,43,114,AlegAATr
94,44,-2,AlegAATr
95,45,-38,AlegAATr
96,46,-30,AlegAATr
97,47,38,AlegAATr
98,48,98,AlegAATr
99,49,126,AlegAATr
100,0,170,AlegAATr
101,1,166,AlegAATr
102,2,102,AlegAATr
103,3,90,AlegAATr
104,4,150,AlegAATr
105,5,130,AlegAATr
106,6,110,AlegAATr
107,7,102,AlegAATr
108,8,102,AlegAATr
109,9,116,AlegAATr
110,10,78,AlegAATr
111,11,96,AlegAATr
112,12,126,AlegAATr
113,13,120,AlegAATr
114,14,128,AlegAATr
115,15,96,AlegAATr
116,16,84,AlegAATr
117,17,118,AlegAATr
118,18,96,AlegAATr
119,19,122,AlegAATr
120,20,102,AlegAATr
121,21,128,AlegAATr
122,22,90,AlegAATr
123,23,106,AlegAATr
124,24,124,AlegAATr
125,25,118,AlegAATr
126,26,104,AlegAATr
127,27,154,AlegAATr
128,28,108,AlegAATr
129,29,100,AlegAATr
130,30,130,AlegAATr
131,31,102,AlegAATr
132,32,104,AlegAATr
133,33,114,AlegAATr
134,34,84,AlegAATr
135,35,112,AlegAATr
136,36,110,AlegAATr
137,37,102,AlegAATr
138,38,118,AlegAATr
139,39,154,AlegAATr
140,40,96,AlegAATr
141,41,96,AlegAATr
142,42,90,AlegAATr
143,43,106,AlegAATr
144,44,110,AlegAATr
145,45,110,AlegAATr
146,46,116,AlegAATr
147,47,116,AlegAATr
148,48,102,AlegAATr
149,49,140,AlegAATr
150,0,-68,AlegAAATr
151,1,-82,AlegAAATr
152,2,-78,AlegAAATr
153,3,-84,AlegAAATr
154,4,-78,AlegAAATr
155,5,-78,AlegAAATr
156,6,-72,AlegAAATr
157,7,-58,AlegAAATr
158,8,-60,AlegAAATr
159,9,-52,AlegAAATr
160,10,-64,AlegAAATr
161,11,-78,AlegAAATr
162,12,-78,AlegAAATr
163,13,-76,AlegAAATr
164,14,-84,AlegAAATr
165,15,-52,AlegAAATr
166,16,-66,AlegAAATr
167,17,-72,AlegAAATr
168,18,-70,AlegAAATr
169,19,-66,AlegAAATr
170,20,-60,AlegAAATr
171,21,-78,AlegAAATr
172,22,-56,AlegAAATr
173,23,-80,AlegAAATr
174,24,-60,AlegAAATr
175,25,-80,AlegAAATr
176,26,-72,AlegAAATr
177,27,-74,AlegAAATr
178,28,-78,AlegAAATr
179,29,-74,AlegAAATr
180,30,-48,AlegAAATr
181,31,-76,AlegAAATr
182,32,-62,AlegAAATr
183,33,-66,AlegAAATr
184,34,-84,AlegAAATr
185,35,-78,AlegAAATr
186,36,-58,AlegAAATr
187,37,-56,AlegAAATr
188,38,-76,AlegAAATr
189,39,-80,AlegAAATr
190,40,-76,AlegAAATr
191,41,-68,AlegAAATr
192,42,-74,AlegAAATr
193,43,-82,AlegAAATr
194,44,-78,AlegAAATr
195,45,-48,AlegAAATr
196,46,-64,AlegAAATr
197,47,-56,AlegAAATr
198,48,-78,AlegAAATr
199,49,-70,AlegAAATr
200,0,74,AlegAAATr
201,1,104,AlegAAATr
202,2,0,AlegAAATr
203,3,70,AlegAAATr
204,4,-40,AlegAAATr
205,5,98,AlegAAATr
206,6,-56,AlegAAATr
207,7,126,AlegAAATr
208,8,54,AlegAAATr
209,9,118,AlegAAATr
210,10,70,AlegAAATr
211,11,84,AlegAAATr
212,12,-4,AlegAAATr
213,13,-62,AlegAAATr
214,14,-60,AlegAAATr
215,15,-22,AlegAAATr
216,16,-2,AlegAAATr
217,17,98,AlegAAATr
218,18,122,AlegAAATr
219,19,-80,AlegAAATr
220,20,-46,AlegAAATr
221,21,-48,AlegAAATr
222,22,26,AlegAAATr
223,23,-76,AlegAAATr
224,24,96,AlegAAATr
225,25,24,AlegAAATr
226,26,-16,AlegAAATr
227,27,-78,AlegAAATr
228,28,-8,AlegAAATr
229,29,18,AlegAAATr
230,30,-74,AlegAAATr
231,31,-74,AlegAAATr
232,32,-64,AlegAAATr
233,33,92,AlegAAATr
234,34,8,AlegAAATr
235,35,-38,AlegAAATr
236,36,-74,AlegAAATr
237,37,-26,AlegAAATr
238,38,-36,AlegAAATr
239,39,32,AlegAAATr
240,40,-82,AlegAAATr
241,41,-84,AlegAAATr
242,42,22,AlegAAATr
243,43,58,AlegAAATr
244,44,16,AlegAAATr
245,45,80,AlegAAATr
246,46,16,AlegAAATr
247,47,-44,AlegAAATr
248,48,-20,AlegAAATr
249,49,-16,AlegAAATr
250,0,98,AlegAAATr
251,1,98,AlegAAATr
252,2,160,AlegAAATr
253,3,106,AlegAAATr
254,4,98,AlegAAATr
255,5,98,AlegAAATr
256,6,96,AlegAAATr
257,7,130,AlegAAATr
258,8,108,AlegAAATr
259,9,124,AlegAAATr
260,10,124,AlegAAATr
261,11,116,AlegAAATr
262,12,122,AlegAAATr
263,13,140,AlegAAATr
264,14,94,AlegAAATr
265,15,128,AlegAAATr
266,16,112,AlegAAATr
267,17,114,AlegAAATr
268,18,76,AlegAAATr
269,19,116,AlegAAATr
270,20,86,AlegAAATr
271,21,90,AlegAAATr
272,22,116,AlegAAATr
273,23,156,AlegAAATr
274,24,72,AlegAAATr
275,25,84,AlegAAATr
276,26,158,AlegAAATr
277,27,124,AlegAAATr
278,28,94,AlegAAATr
279,29,106,AlegAAATr
280,30,92,AlegAAATr
281,31,124,AlegAAATr
282,32,110,AlegAAATr
283,33,130,AlegAAATr
284,34,90,AlegAAATr
285,35,88,AlegAAATr
286,36,64,AlegAAATr
287,37,58,AlegAAATr
288,38,92,AlegAAATr
289,39,156,AlegAAATr
290,40,132,AlegAAATr
291,41,122,AlegAAATr
292,42,114,AlegAAATr
293,43,112,AlegAAATr
294,44,86,AlegAAATr
295,45,110,AlegAAATr
296,46,120,AlegAAATr
297,47,162,AlegAAATr
298,48,148,AlegAAATr
299,49,88,AlegAAATr
300,0,-62,AlegAAATTr
301,1,-48,AlegAAATTr
302,2,-50,AlegAAATTr
303,3,-40,AlegAAATTr
304,4,-60,AlegAAATTr
305,5,-62,AlegAAATTr
306,6,-62,AlegAAATTr
307,7,-50,AlegAAATTr
308,8,-60,AlegAAATTr
309,9,-40,AlegAAATTr
310,10,-50,AlegAAATTr
311,11,-62,AlegAAATTr
312,12,-40,AlegAAATTr
313,13,-60,AlegAAATTr
314,14,-62,AlegAAATTr
315,15,-48,AlegAAATTr
316,16,-60,AlegAAATTr
317,17,-60,AlegAAATTr
318,18,-64,AlegAAATTr
319,19,-62,AlegAAATTr
320,20,-62,AlegAAATTr
321,21,-62,AlegAAATTr
322,22,-64,AlegAAATTr
323,23,-62,AlegAAATTr
324,24,-62,AlegAAATTr
325,25,-60,AlegAAATTr
326,26,-50,AlegAAATTr
327,27,-64,AlegAAATTr
328,28,-60,AlegAAATTr
329,29,-40,AlegAAATTr
330,30,-62,AlegAAATTr
331,31,-64,AlegAAATTr
332,32,-62,AlegAAATTr
333,33,-62,AlegAAATTr
334,34,-62,AlegAAATTr
335,35,-52,AlegAAATTr
336,36,-62,AlegAAATTr
337,37,-62,AlegAAATTr
338,38,-60,AlegAAATTr
339,39,-50,AlegAAATTr
340,40,-50,AlegAAATTr
341,41,-58,AlegAAATTr
342,42,-42,AlegAAATTr
343,43,-44,AlegAAATTr
344,44,-52,AlegAAATTr
345,45,-60,AlegAAATTr
346,46,-62,AlegAAATTr
347,47,-62,AlegAAATTr
348,48,-40,AlegAAATTr
349,49,-50,AlegAAATTr
350,0,12,AlegAAATTr
351,1,10,AlegAAATTr
352,2,28,AlegAAATTr
353,3,4,AlegAAATTr
354,4,116,AlegAAATTr
355,5,-6,AlegAAATTr
356,6,0,AlegAAATTr
357,7,66,AlegAAATTr
358,8,-26,AlegAAATTr
359,9,0,AlegAAATTr
360,10,104,AlegAAATTr
361,11,-46,AlegAAATTr
362,12,68,AlegAAATTr
363,13,-18,AlegAAATTr
364,14,98,AlegAAATTr
365,15,-36,AlegAAATTr
366,16,132,AlegAAATTr
367,17,76,AlegAAATTr
368,18,122,AlegAAATTr
369,19,-6,AlegAAATTr
370,20,84,AlegAAATTr
371,21,-14,AlegAAATTr
372,22,-2,AlegAAATTr
373,23,-6,AlegAAATTr
374,24,-24,AlegAAATTr
375,25,-4,AlegAAATTr
376,26,-10,AlegAAATTr
377,27,8,AlegAAATTr
378,28,-22,AlegAAATTr
379,29,24,AlegAAATTr
380,30,-32,AlegAAATTr
381,31,-20,AlegAAATTr
382,32,120,AlegAAATTr
383,33,2,AlegAAATTr
384,34,26,AlegAAATTr
385,35,-34,AlegAAATTr
386,36,-4,AlegAAATTr
387,37,68,AlegAAATTr
388,38,18,AlegAAATTr
389,39,64,AlegAAATTr
390,40,16,AlegAAATTr
391,41,70,AlegAAATTr
392,42,112,AlegAAATTr
393,43,78,AlegAAATTr
394,44,-32,AlegAAATTr
395,45,-6,AlegAAATTr
396,46,66,AlegAAATTr
397,47,-14,AlegAAATTr
398,48,22,AlegAAATTr
399,49,-6,AlegAAATTr
400,0,114,AlegAAATTr
401,1,114,AlegAAATTr
402,2,82,AlegAAATTr
403,3,128,AlegAAATTr
404,4,106,AlegAAATTr
405,5,106,AlegAAATTr
406,6,138,AlegAAATTr
407,7,112,AlegAAATTr
408,8,98,AlegAAATTr
409,9,150,AlegAAATTr
410,10,114,AlegAAATTr
411,11,98,AlegAAATTr
412,12,108,AlegAAATTr
413,13,130,AlegAAATTr
414,14,108,AlegAAATTr
415,15,130,AlegAAATTr
416,16,82,AlegAAATTr
417,17,128,AlegAAATTr
418,18,104,AlegAAATTr
419,19,104,AlegAAATTr
420,20,98,AlegAAATTr
421,21,110,AlegAAATTr
422,22,96,AlegAAATTr
423,23,100,AlegAAATTr
424,24,82,AlegAAATTr
425,25,86,AlegAAATTr
426,26,86,AlegAAATTr
427,27,122,AlegAAATTr
428,28,94,AlegAAATTr
429,29,130,AlegAAATTr
430,30,90,AlegAAATTr
431,31,124,AlegAAATTr
432,32,84,AlegAAATTr
433,33,110,AlegAAATTr
434,34,162,AlegAAATTr
435,35,126,AlegAAATTr
436,36,118,AlegAAATTr
437,37,90,AlegAAATTr
438,38,124,AlegAAATTr
439,39,160,AlegAAATTr
440,40,100,AlegAAATTr
441,41,100,AlegAAATTr
442,42,104,AlegAAATTr
443,43,96,AlegAAATTr
444,44,92,AlegAAATTr
445,45,100,AlegAAATTr
446,46,110,AlegAAATTr
447,47,110,AlegAAATTr
448,48,108,AlegAAATTr
449,49,134,AlegAAATTr
450,0,-82,SMAlegAATr
451,1,-82,SMAlegAATr
452,2,-88,SMAlegAATr
453,3,-94,SMAlegAATr
454,4,-64,SMAlegAATr
455,5,-94,SMAlegAATr
456,6,-94,SMAlegAATr
457,7,-86,SMAlegAATr
458,8,-54,SMAlegAATr
459,9,-94,SMAlegAATr
460,10,-88,SMAlegAATr
461,11,-98,SMAlegAATr
462,12,-84,SMAlegAATr
463,13,-76,SMAlegAATr
464,14,-102,SMAlegAATr
465,15,-98,SMAlegAATr
466,16,-74,SMAlegAATr
467,17,-88,SMAlegAATr
468,18,-72,SMAlegAATr
469,19,-106,SMAlegAATr
470,20,-36,SMAlegAATr
471,21,-102,SMAlegAATr
472,22,-84,SMAlegAATr
473,23,-108,SMAlegAATr
474,24,-88,SMAlegAATr
475,25,-96,SMAlegAATr
476,26,-104,SMAlegAATr
477,27,-86,SMAlegAATr
478,28,-84,SMAlegAATr
479,29,-76,SMAlegAATr
480,30,-84,SMAlegAATr
481,31,-102,SMAlegAATr
482,32,-78,SMAlegAATr
483,33,-76,SMAlegAATr
484,34,-94,SMAlegAATr
485,35,-102,SMAlegAATr
486,36,-70,SMAlegAATr
487,37,-96,SMAlegAATr
488,38,-72,SMAlegAATr
489,39,-76,SMAlegAATr
490,40,-72,SMAlegAATr
491,41,-100,SMAlegAATr
492,42,-86,SMAlegAATr
493,43,-82,SMAlegAATr
494,44,-86,SMAlegAATr
495,45,-76,SMAlegAATr
496,46,-86,SMAlegAATr
497,47,-88,SMAlegAATr
498,48,-110,SMAlegAATr
499,49,-102,SMAlegAATr
500,0,-90,SMAlegAATr
501,1,-72,SMAlegAATr
502,2,-30,SMAlegAATr
503,3,-94,SMAlegAATr
504,4,-70,SMAlegAATr
505,5,-90,SMAlegAATr
506,6,84,SMAlegAATr
507,7,-66,SMAlegAATr
508,8,-94,SMAlegAATr
509,9,118,SMAlegAATr
510,10,-84,SMAlegAATr
511,11,-52,SMAlegAATr
512,12,-94,SMAlegAATr
513,13,-94,SMAlegAATr
514,14,180,SMAlegAATr
515,15,-32,SMAlegAATr
516,16,-54,SMAlegAATr
517,17,-94,SMAlegAATr
518,18,90,SMAlegAATr
519,19,-82,SMAlegAATr
520,20,-78,SMAlegAATr
521,21,-76,SMAlegAATr
522,22,-66,SMAlegAATr
523,23,-48,SMAlegAATr
524,24,-22,SMAlegAATr
525,25,48,SMAlegAATr
526,26,-92,SMAlegAATr
527,27,-52,SMAlegAATr
528,28,-78,SMAlegAATr
529,29,-28,SMAlegAATr
530,30,-24,SMAlegAATr
531,31,-90,SMAlegAATr
532,32,-46,SMAlegAATr
533,33,28,SMAlegAATr
534,34,-36,SMAlegAATr
535,35,-66,SMAlegAATr
